tweet_id,retweet_count,favorite_count
763103485927849985,2499,7892
762699858130116608,3984,13069
762471784394268675,7154,12114
762464539388485633,4641,11094
762316489655476224,1237,5173
762035686371364864,17160,34315
761976711479193600,2218,5804
761745352076779520,940,4561
761672994376806400,31892,53075
761599872357261312,1292,4423
761334018830917632,1597,5585
761292947749015552,1208,4792
761227390836215808,1707,5703
761004547850530816,3803,12093
760893934457552897,1066,4092
760656994973933572,2110,7082
760641137271070720,1416,5304
760539183865880579,3980,8119
760521673607086080,1537,4531
760290219849637889,12607,28702
760252756032651264,948,4221
760190180481531904,1990,6111
759943073749200896,2300,6361
759923798737051648,6237,15726
759846353224826880,2181,7206
759793422261743616,2089,6383
759793422261743616,2089,6383
759557299618865152,1286,5037
759447681597108224,2691,9097
759446261539934208,535,1788
759197388317847553,2126,6486
759099523532779520,4589,15565
759047813560868866,2211,6980
758854675097526272,981,3797
758828659922702336,4193,11957
758740312047005698,1752,6128
758474966123810816,1085,4095
758467244762497024,2443,5146
758405701903519748,2109,5567
758355060040593408,1191,3675
758099635764359168,11048,20534
758041019896193024,412,2897
757741869644341248,3565,7373
757725642876129280,1336,4847
757611664640446465,1225,4871
757596066325864448,1163,4652
757400162377592832,7488,16217
757393109802180609,1913,6249
757354760399941633,1557,4832
756998049151549440,2179,6703
756939218950160384,2202,7108
756651752796094464,1445,5426
756526248105566208,3966,11135
756303284449767430,1187,4233
756288534030475264,19172,45725
756275833623502848,1681,6891
755955933503782912,3159,7860
755206590534418437,5891,17628
755110668769038337,12127,22701
754856583969079297,2768,7360
754747087846248448,572,2752
754482103782404096,2135,5677
754449512966619136,804,4003
754120377874386944,2555,8375
753655901052166144,2387,6252
753420520834629632,3900,8459
753398408988139520,2101,6193
753375668877008896,2551,8154
753294487569522689,1140,3634
753039830821511168,22932,39662
753026973505581056,1063,4162
752932432744185856,7472,13491
752917284578922496,1717,7357
752682090207055872,1758,6416
752660715232722944,1723,4716
752568224206688256,2499,5925
752519690950500352,3764,7896
752334515931054080,1205,4082
751950017322246144,1018,3288
751937170840121344,1468,5569
751830394383790080,2141,6199
751793661361422336,3191,6264
751598357617971201,3313,8438
751583847268179968,1221,4709
751583847268179968,1221,4709
751538714308972544,1390,5383
751456908746354688,1088,3416
751251247299190784,6421,13346
751205363882532864,2003,6743
751132876104687617,1428,5428
750868782890057730,1516,5107
750719632563142656,5518,14093
750506206503038976,1257,4755
750429297815552001,4709,14079
750383411068534784,1239,4843
750147208377409536,1057,3302
750132105863102464,1388,3874
750117059602808832,1421,4611
750101899009982464,919,3241
750086836815486976,594,2316
750071704093859840,3645,8384
750056684286914561,974,3346
750041628174217216,674,3388
750026558547456000,862,2892
750011400160841729,995,3461
749996283729883136,882,3227
749981277374128128,2677,5452
749774190421639168,1431,4954
749417653287129088,1824,6510
749403093750648834,599,2799
749395845976588288,3783,9178
749317047558017024,2418,5855
749075273010798592,2253,6149
749064354620928000,1646,5106
749036806121881602,850,3298
748977405889503236,3716,11427
748932637671223296,2464,6233
748705597323898880,1030,2945
748699167502000129,1747,5049
748692773788876800,1449,4517
748575535303884801,2174,6460
748568946752774144,730,2323
748346686624440324,1343,5575
748337862848962560,4501,8206
748324050481647620,835,3946
748307329658011649,778,3907
748220828303695873,8491,15047
747963614829678593,2341,6169
747933425676525569,2782,7067
747885874273214464,1076,3145
747844099428986880,814,2991
747816857231626240,1267,5167
747648653817413632,6360,13724
747600769478692864,597,2465
747594051852075008,1148,3927
747512671126323200,1723,5910
747461612269887489,1126,4119
747439450712596480,2094,5778
747219827526344708,1721,5622
747204161125646336,999,3595
747103485104099331,4355,10191
746872823977771008,2338,6373
746790600704425984,1727,5175
746757706116112384,4230,10166
746726898085036033,1946,6415
746542875601690625,2028,5349
746507379341139972,1173,4925
746369468511756288,1795,6563
746131877086527488,2393,7338
746056683365994496,892,3772
745789745784041472,1160,4295
745712589599014916,2528,7427
745433870967832576,2762,7548
745422732645535745,2643,9117
745314880350101504,3011,7613
745074613265149952,3826,8324
745057283344719872,2475,7687
744995568523612160,678,3166
744971049620602880,2925,8367
744709971296780288,1688,5945
744334592493166593,2321,7186
744234799360020481,84526,164218
744223424764059648,405,1803
743980027717509120,1180,4409
743895849529389061,1037,3868
743609206067040256,1494,4761
743595368194129920,7118,19596
743545585370791937,1015,3740
743510151680958465,4005,8381
743253157753532416,1312,4492
743222593470234624,2064,6578
743210557239623680,1475,4068
742534281772302336,3851,7471
742528092657332225,2159,4715
742465774154047488,4212,7687
742423170473463808,4124,10435
742385895052087300,2159,7208
742161199639494656,1487,4596
742150209887731712,1691,5460
741793263812808706,1638,4837
741438259667034112,906,3889
741303864243200000,3504,9302
741099773336379392,6008,10652
741067306818797568,3349,10001
741067306818797568,3349,10001
740995100998766593,2999,6794
740711788199743490,1010,3612
740699697422163968,842,3000
740676976021798912,7381,19231
740373189193256964,14435,36839
740365076218183684,472,2632
740359016048689152,925,3502
740214038584557568,2133,7098
739979191639244800,6409,21151
739932936087216128,1171,4297
739844404073074688,922,4017
739623569819336705,1472,4036
739606147276148736,1799,5706
739544079319588864,23222,42105
739485634323156992,3184,7624
739238157791694849,62812,121945
738885046782832640,1236,3993
738883359779196928,880,3544
738537504001953792,1693,5393
738402415918125056,920,3461
738184450748633089,1315,4573
738166403467907072,3699,9323
738156290900254721,712,2680
737826014890496000,1916,5575
737800304142471168,3747,10580
737678689543020544,1451,5339
737445876994609152,4832,10913
737322739594330112,876,3820
737310737551491075,8021,15557
736736130620620800,1880,4579
736392552031657984,8040,18790
736365877722001409,1356,4229
736225175608430592,2991,8609
736010884653420544,3225,8383
735991953473572864,1244,3817
735648611367784448,1184,4247
735635087207878657,2558,6546
735274964362878976,5486,13776
735256018284875776,958,3545
735137028879360001,1048,3315
734912297295085568,556,2899
734787690684657664,6801,13288
734776360183431168,584,2653
734559631394082816,427,1578
733828123016450049,838,3798
733822306246479872,1089,3886
733482008106668032,1025,3324
733460102733135873,1382,4455
733109485275860992,17401,47222
733109485275860992,17401,47222
732732193018155009,578,2580
732726085725589504,957,3737
732585889486888962,830,3893
732375214819057664,2721,8549
732005617171337216,5896,15781
731285275100512256,1064,3686
731156023742988288,1372,4055
730924654643314689,2136,6477
730573383004487680,2327,5204
730427201120833536,1122,3663
730211855403241472,1139,4045
730196704625098752,2074,5165
729854734790754305,1207,4254
729823566028484608,1333,4209
729463711119904772,2483,6138
729113531270991872,353,1991
728986383096946689,883,3342
728760639972315136,1834,4934
728751179681943552,732,2942
728653952833728512,1123,3505
728409960103686147,2171,5193
728387165835677696,1032,3876
728046963732717569,1266,4552
728035342121635841,1801,4800
728015554473250816,1184,4327
727685679342333952,687,3106
727644517743104000,1888,6227
727524757080539137,1320,4720
727314416056803329,806,3507
727286334147182592,876,3213
727175381690781696,1479,4092
727155742655025152,1424,3841
726935089318363137,2648,7273
726887082820554753,1624,4047
726828223124897792,1087,3750
726224900189511680,1248,4660
725842289046749185,2854,7440
725786712245440512,1462,4400
725729321944506368,1924,5485
725458796924002305,670,1487
724983749226668032,1406,3907
724771698126512129,691,2499
724405726123311104,1776,5598
724049859469295616,1905,4574
724046343203856385,598,2813
724004602748780546,1703,4421
723912936180330496,1317,4105
723688335806480385,3212,8140
723673163800948736,960,3197
723179728551723008,2022,5585
722974582966214656,1697,4345
722613351520608256,1762,5222
721503162398597120,2018,4921
721001180231503872,661,2667
720785406564900865,840,3290
720775346191278080,734,2620
720415127506415616,1608,4349
720389942216527872,2716,6765
720340705894408192,1048,3031
720059472081784833,1218,4108
720043174954147842,2165,5167
719991154352222208,1885,5101
719704490224398336,1567,4818
719551379208073216,2087,5338
719367763014393856,797,2946
719339463458033665,1349,4661
719332531645071360,1031,3601
718971898235854848,1183,3683
718939241951195136,1897,5521
718631497683582976,8715,19962
718613305783398402,519,2576
718540630683709445,1090,2628
718460005985447936,573,2857
718454725339934721,1624,5140
718246886998687744,537,2037
718234618122661888,1081,4085
717841801130979328,642,2585
717790033953034240,1216,3048
717537687239008257,1985,6073
717428917016076293,489,1690
717421804990701568,909,3324
717047459982213120,2050,6616
717009362452090881,1048,3454
716802964044845056,1264,4503
716791146589110272,1495,5843
716730379797970944,458,1298
716447146686459905,6336,13842
716439118184652801,231,2495
716285507865542656,1168,2934
716080869887381504,1872,5153
715928423106027520,945,3368
715758151270801409,1531,3942
715733265223708672,1828,4931
715704790270025728,606,2955
715696743237730304,1388,4119
715680795826982913,1747,4573
715360349751484417,1694,5776
715342466308784130,736,3186
715220193576927233,706,2546
715200624753819648,2031,5411
715009755312439296,1329,4397
714982300363173890,1112,3958
714962719905021952,4611,7769
714957620017307648,1530,4365
714631576617938945,1080,3452
714606013974974464,1005,3823
714485234495041536,1250,2861
714258258790387713,773,3171
714251586676113411,907,3451
714214115368108032,942,2396
714141408463036416,1505,4539
713919462244790272,835,3460
713909862279876608,591,2018
713900603437621249,804,2983
713761197720473600,1485,5157
713411074226274305,1393,4658
713177543487135744,3056,7601
713175907180089344,1565,4716
712809025985978368,7252,19627
712717840512598017,5394,13062
712668654853337088,1311,4396
712438159032893441,1686,5620
712309440758808576,25,257
712097430750289920,1114,4013
712092745624633345,970,3109
712085617388212225,521,3422
712065007010385924,668,2398
711968124745228288,2489,8511
711743778164514816,1065,3000
711732680602345472,4446,9397
711694788429553666,19703,34706
711652651650457602,987,4087
711363825979756544,1221,3856
711306686208872448,794,3499
711008018775851008,671,3162
710997087345876993,1499,4809
710844581445812225,741,2689
710833117892898816,581,2840
710658690886586372,608,2443
710609963652087808,2536,5070
710588934686908417,2026,4808
710296729921429505,793,2500
710283270106132480,558,2251
710272297844797440,1358,4782
710269109699739648,1215,2542
710153181850935296,964,3068
710140971284037632,964,2926
710117014656950272,2142,5807
709918798883774466,1154,3148
709901256215666688,106,710
709852847387627521,1286,3695
709566166965075968,1301,3740
709556954897764353,1145,3468
709519240576036864,258,1574
709449600415961088,640,2352
709409458133323776,749,2769
709225125749587968,620,2532
709207347839836162,6301,13333
709198395643068416,688,2549
709179584944730112,726,2128
709158332880297985,449,2161
709042156699303936,1773,5027
708853462201716736,706,1893
708845821941387268,967,3143
708834316713893888,543,1797
708810915978854401,7511,17443
708738143638450176,881,2894
708711088997666817,787,2699
708479650088034305,729,2692
708469915515297792,886,3252
708400866336894977,10919,16919
708356463048204288,1450,3822
708349470027751425,793,2484
708149363256774660,1662,4516
708130923141795840,907,3582
708119489313951744,1054,2839
708109389455101952,584,2041
708026248782585858,2076,4615
707995814724026368,1209,3291
707969809498152960,1047,2857
